
8,경기,목감동,69.000000,2.000000,69,2,1,6.000000,1.000000,6,1,1
8,경기,장현동,64.000000,2.000000,64,2,1,9.000000,1.000000,9,1,1
8,경기,서해안로,61.000000,2.000000,61,2,1,9.000000,1.000000,9,1,1
8,경기,배곧동,58.000000,2.000000,58,2,1,10.000000,1.000000,10,1,1
8,경기,금곡동,53.000000,2.000000,53,2,1,19.000000,2.000000,19,2,1
8,경기,오남읍,53.000000,2.000000,53,2,1,9.000000,1.000000,9,1,1
8,경기,별내동,62.000000,2.000000,62,2,1,9.000000,1.000000,9,1,1
8,경기,화도읍,57.000000,2.000000,57,2,1,11.000000,1.000000,11,1,1
8,경기,경춘로,77.000000,2.000000,77,2,1,11.000000,1.000000,11,1,1
8,경기,와부읍,66.000000,2.000000,66,2,1,14.000000,1.000000,14,1,1
8,경기,진접읍,60.000000,2.000000,60,2,1,10.000000,1.000000,10,1,1
8,경기,비전동,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0
8,경기,안중,65.000000,2.000000,65,2,1,9.000000,1.000000,9,1,1
8,경기,평택항,73.000000,2.000000,73,2,1,6.000000,1.000000,6,1,1
8,경기,송북동,74.000000,2.000000,74,2,1,13.000000,1.000000,13,1,1
8,경기,청북읍,79.000000,2.000000,79,2,1,9.000000,1.000000,9,1,1
8,경기,고덕면,69.000000,2.000000,69,2,1,7.000000,1.000000,7,1,1
8,경기,금촌동,60.000000,2.000000,60,2,1,12.000000,1.000000,12,1,1
8,경기,운정,64.000000,2.000000,64,2,1,10.000000,1.000000,10,1,1
8,경기,파주,61.000000,2.000000,61,2,1,11.000000,1.000000,11,1,1
8,경기,파주읍,54.000000,2.000000,54,2,1,4.000000,1.000000,4,1,1
8,경기,연천(DMZ),62.000000,2.000000,62,2,1,7.000000,1.000000,7,1,1
9,강원,중앙로,47.000000,2.000000,47,2,1,15.000000,1.000000,15,1,1
9,강원,석사동,48.000000,2.000000,48,2,1,12.000000,1.000000,12,1,1
9,강원,신사우동,60.000000,2.000000,60,2,1,5.000000,1.000000,5,1,1
9,강원,온의동,55.000000,2.000000,55,2,1,12.000000,1.000000,12,1,1
9,강원,방산면,53.000000,2.000000,53,2,1,7.000000,1.000000,7,1,1
9,강원,양구읍,39.000000,2.000000,39,2,1,6.000000,1.000000,6,1,1
9,강원,동해항,69.000000,2.000000,69,2,1,12.000000,1.000000,12,1,1
9,강원,묵호항,76.000000,2.000000,76,2,1,10.000000,1.000000,10,1,1
9,강원,철원(DMZ),67.000000,2.000000,67,2,1,0.000000,0.000000,0,0,0
9,강원,화천(DMZ),61.000000,2.000000,61,2,1,11.000000,1.000000,11,1,1
9,강원,인제(DMZ),56.000000,2.000000,56,2,1,8.000000,1.000000,8,1,1
9,강원,고성(DMZ),63.000000,2.000000,63,2,1,18.000000,2.000000,18,2,1
2,부산,광복동,29.000000,1.000000,29,1,1,8.000000,1.000000,8,1,1
2,부산,초량동,31.000000,2.000000,31,2,1,9.000000,1.000000,9,1,1
2,부산,좌동,31.000000,2.000000,31,2,1,11.000000,1.000000,11,1,1
2,부산,재송동,25.000000,1.000000,25,1,1,12.000000,1.000000,12,1,1
2,부산,장림동,44.000000,2.000000,44,2,1,8.000000,1.000000,8,1,1
2,부산,대저동,36.000000,2.000000,36,2,1,12.000000,1.000000,12,1,1
2,부산,녹산동,37.000000,2.000000,37,2,1,15.000000,1.000000,15,1,1
2,부산,명지동,42.000000,2.000000,42,2,1,8.000000,1.000000,8,1,1
2,부산,연산동,26.000000,1.000000,26,1,1,7.000000,1.000000,7,1,1
2,부산,기장읍,27.000000,1.000000,27,1,1,9.000000,1.000000,9,1,1
2,부산,용수리,26.000000,1.000000,26,1,1,11.000000,1.000000,11,1,1
2,부산,수정동,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0
2,부산,부곡동,16.000000,1.000000,16,1,1,7.000000,1.000000,7,1,1
2,부산,회동동,26.000000,1.000000,26,1,1,11.000000,1.000000,11,1,1
2,부산,광안동,28.000000,1.000000,28,1,1,10.000000,1.000000,10,1,1
2,부산,대신동,42.000000,2.000000,42,2,1,12.000000,1.000000,12,1,1
2,부산,덕포동,37.000000,2.000000,37,2,1,10.000000,1.000000,10,1,1
2,부산,개금동,34.000000,2.000000,34,2,1,9.000000,1.000000,9,1,1
2,부산,태종대,33.000000,2.000000,33,2,1,6.000000,1.000000,6,1,1
2,부산,청학동,35.000000,2.000000,35,2,1,11.000000,1.000000,11,1,1
