
2023-03-02 16,3,대구,평리동,56,53,2,2,null,14,12,1,1,null
2023-03-02 16,3,대구,이현동,53,49,2,2,null,9,10,1,1,null
2023-03-02 16,3,대구,서호동,64,55,2,2,null,12,11,1,1,null
2023-03-02 16,3,대구,지산동,53,49,2,2,null,9,10,1,1,null
2023-03-02 16,3,대구,수창동,58,50,2,2,null,10,9,1,1,null
2023-03-02 16,3,대구,남산1동,51,52,2,2,null,9,9,1,1,null
2023-03-02 16,16,제주,고산리,38,35,2,2,null,8,11,1,1,null
2023-03-02 16,16,제주,노형로,40,40,2,2,null,5,7,1,1,null
2023-03-02 16,16,제주,대정읍,34,34,2,2,null,13,14,1,1,null
2023-03-02 16,16,제주,강정동,34,26,2,1,null,3,4,1,1,null
2023-03-02 16,16,제주,남원읍,37,35,2,2,null,5,7,1,1,null
2023-03-02 16,16,제주,성산읍,49,40,2,2,null,1,5,1,1,null
2023-03-02 16,16,제주,동홍동,36,34,2,2,null,5,8,1,1,null
2023-03-02 16,16,제주,애월읍,44,42,2,2,null,5,7,1,1,null
2023-03-02 16,16,제주,화북동,37,34,2,2,null,4,5,1,1,null
2023-03-02 16,16,제주,한림읍,47,44,2,2,null,11,12,1,1,null
2023-03-02 16,16,제주,조천읍,49,45,2,2,null,10,11,1,1,null
2023-03-02 16,16,제주,연동,45,43,2,2,null,12,12,1,1,null
2023-03-02 16,16,제주,이도동,50,48,2,2,null,9,8,1,1,null
2023-03-02 16,13,전남,광양 율촌,55,52,2,2,null,12,15,1,1,null
2023-03-02 16,13,전남,광양 중마,51,45,2,2,null,11,11,1,1,null
2023-03-02 16,13,전남,여수항,45,42,2,2,null,17,16,2,2,null
2023-03-02 16,13,전남,광양항,60,136,2,3,null,11,15,1,1,null
2023-03-02 16,13,전남,목포항,42,-,2,null,null,9,-,1,null,null
2023-03-02 16,13,전남,보성읍,36,35,2,2,null,12,10,1,1,null
2023-03-02 16,13,전남,벌교읍,28,30,1,1,null,3,5,1,1,null
2023-03-02 16,13,전남,구례읍,49,52,2,2,null,7,8,1,1,null
2023-03-02 16,13,전남,곡성읍,68,48,2,2,null,13,9,1,1,null
2023-03-02 16,13,전남,강진읍,33,30,2,1,null,9,8,1,1,null
2023-03-02 16,13,전남,무안읍,48,45,2,2,null,6,6,1,1,null
2023-03-02 16,13,전남,가거도,55,52,2,2,null,16,15,2,1,null
2023-03-02 16,13,전남,홍도,48,56,2,2,null,14,17,1,2,null
2023-03-02 16,13,전남,신안군,-,39,null,2,통신장애,-,8,null,1,통신장애
2023-03-02 16,13,전남,고흥읍,35,33,2,2,null,10,8,1,1,null
2023-03-02 16,13,전남,함평읍,51,44,2,2,null,10,8,1,1,null
2023-03-02 16,13,전남,신지면,63,47,2,2,null,14,10,1,1,null
2023-03-02 16,13,전남,진도읍,112,57,3,2,null,18,11,2,1,null
2023-03-02 16,13,전남,장흥읍,40,43,2,2,null,9,10,1,1,null
2023-03-02 16,13,전남,안마도,43,45,2,2,null,11,10,1,1,null
2023-03-02 16,13,전남,영광읍,59,56,2,2,null,12,14,1,1,null
2023-03-02 16,13,전남,화순읍,41,43,2,2,null,15,10,1,1,null
2023-03-02 16,13,전남,송단리,44,40,2,2,null,9,9,1,1,null
2023-03-02 16,13,전남,영암읍,41,39,2,2,null,4,4,1,1,null
2023-03-02 16,13,전남,대불,56,56,2,2,null,18,14,2,1,null
2023-03-02 16,13,전남,해남읍,41,38,2,2,null,3,7,1,1,null
2023-03-02 16,13,전남,진월면,31,30,2,1,null,8,8,1,1,null
2023-03-02 16,13,전남,봉강면,30,28,1,1,null,8,8,1,1,null
2023-03-02 16,13,전남,광양읍,38,37,2,2,null,14,12,1,1,null
2023-03-02 16,13,전남,태인동,-,-,null,null,통신장애,10,8,1,1,null
2023-03-02 16,13,전남,중동(유해+중금속),-,-,null,null,통신장애,13,10,1,1,null
2023-03-02 16,13,전남,삼일동,40,38,2,2,null,18,18,2,2,null
2023-03-02 16,13,전남,율촌면,40,37,2,2,null,11,11,1,1,null
2023-03-02 16,13,전남,화양면,36,33,2,2,null,11,10,1,1,null
2023-03-02 16,13,전남,장성읍,35,46,2,2,null,12,14,1,1,null
2023-03-02 16,13,전남,담양읍,66,59,2,2,null,7,7,1,1,null
2023-03-02 16,13,전남,빛가람동,46,45,2,2,null,7,9,1,1,null
2023-03-02 16,13,전남,신대,33,32,2,2,null,5,5,1,1,null
2023-03-02 16,13,전남,호두리,47,39,2,2,null,1,3,1,1,null
2023-03-02 16,13,전남,순천만,42,37,2,2,null,6,8,1,1,null
2023-03-02 16,13,전남,연향동,29,30,1,1,null,5,6,1,1,null
2023-03-02 16,13,전남,장천동,31,30,2,1,null,7,7,1,1,null
2023-03-02 16,13,전남,덕충동,28,26,1,1,null,6,7,1,1,null
2023-03-02 16,13,전남,여천동(여수),32,30,2,1,null,8,7,1,1,null
2023-03-02 16,13,전남,문수동,33,32,2,2,null,13,9,1,1,null
2023-03-02 16,13,전남,월내동,53,42,2,2,null,9,9,1,1,null
2023-03-02 16,13,전남,서강동,39,36,2,2,null,11,9,1,1,null
2023-03-02 16,13,전남,부흥동,37,39,2,2,null,15,9,1,1,null
2023-03-02 16,13,전남,용당동,49,48,2,2,null,9,9,1,1,null
2023-03-02 16,12,전북,노송동,57,57,2,2,null,10,13,1,1,null
2023-03-02 16,5,광주,주월동,49,52,2,2,null,8,10,1,1,null
2023-03-02 16,5,광주,평동,47,47,2,2,null,6,8,1,1,null
2023-03-02 16,5,광주,우산동(광주),40,47,2,2,null,8,10,1,1,null
2023-03-02 16,5,광주,오선동,40,-,2,null,null,8,9,1,1,null
2023-03-02 16,5,광주,일곡동,38,38,2,2,null,11,9,1,1,null
2023-03-02 16,5,광주,건국동,38,42,2,2,null,6,6,1,1,null
2023-03-02 16,5,광주,운암동,77,65,2,2,null,9,9,1,1,null
2023-03-02 16,5,광주,두암동,29,-,1,null,null,9,10,1,1,null
2023-03-02 16,5,광주,유촌동,50,56,2,2,null,11,12,1,1,null
2023-03-02 16,5,광주,노대동,40,46,2,2,null,8,9,1,1,null
2023-03-02 16,5,광주,치평동,44,48,2,2,null,10,11,1,1,null
2023-03-02 16,5,광주,농성동,39,46,2,2,null,11,11,1,1,null
2023-03-02 16,5,광주,서석동,39,43,2,2,null,7,8,1,1,null
2023-03-02 16,7,울산,울산항,-,37,null,2,통신장애,-,12,null,1,통신장애
2023-03-02 16,15,경남,마산항,-,-,null,null,통신장애,-,-,null,null,통신장애
2023-03-02 16,15,경남,합천읍,41,39,2,2,null,18,15,2,1,null
2023-03-02 16,15,경남,창녕읍,40,37,2,2,null,14,12,1,1,null
2023-03-02 16,15,경남,의령읍,30,34,1,2,null,10,8,1,1,null
2023-03-02 16,15,경남,남상면,43,43,2,2,null,14,11,1,1,null
2023-03-02 16,15,경남,산청읍,-,37,null,2,통신장애,-,10,null,1,통신장애
2023-03-02 16,15,경남,남해읍,35,27,2,1,null,10,11,1,1,null
2023-03-02 16,15,경남,함양읍,42,38,2,2,null,11,10,1,1,null
2023-03-02 16,15,경남,가야읍,33,30,2,1,null,6,7,1,1,null
2023-03-02 16,15,경남,거창읍,40,40,2,2,null,10,9,1,1,null
2023-03-02 16,15,경남,고성읍,33,29,2,1,null,7,8,1,1,null
2023-03-02 16,15,경남,무전동,27,28,1,1,null,16,12,2,1,null
2023-03-02 16,15,경남,내일동,33,31,2,2,null,7,9,1,1,null
2023-03-02 16,7,울산,전하동,35,27,2,1,null,16,12,2,1,null
2023-03-02 16,7,울산,송정동 대기오염측정소,35,29,2,1,null,13,13,1,1,null
2023-03-02 16,7,울산,북부순환도로,38,32,2,2,null,15,13,1,1,null
2023-03-02 16,7,울산,범서읍,41,35,2,2,null,15,16,1,2,null
2023-03-02 16,7,울산,웅촌면,36,28,2,1,null,12,13,1,1,null
2023-03-02 16,7,울산,약사동,46,38,2,2,null,10,10,1,1,null
2023-03-02 16,7,울산,삼남읍,39,30,2,1,null,7,9,1,1,null
2023-03-02 16,7,울산,농소동,36,29,2,1,null,15,12,1,1,null
2023-03-02 16,7,울산,상남리,32,29,2,1,null,12,10,1,1,null
2023-03-02 16,7,울산,화산리,29,26,1,1,null,27,14,2,1,null
2023-03-02 16,15,경남,물금읍,34,28,2,1,null,7,7,1,1,null
2023-03-02 16,15,경남,삼호동,32,25,2,1,null,12,12,1,1,null
2023-03-02 16,15,경남,북부동,32,27,2,1,null,10,11,1,1,null
2023-03-02 16,15,경남,대산면,44,45,2,2,null,4,4,1,1,null
2023-03-02 16,15,경남,향촌동,31,31,2,2,null,3,4,1,1,null
2023-03-02 16,15,경남,사천읍,40,39,2,2,null,8,9,1,1,null
2023-03-02 16,15,경남,고현동,28,27,1,1,null,8,9,1,1,null
2023-03-02 16,15,경남,아주동,21,22,1,1,null,6,11,1,1,null
2023-03-02 16,15,경남,저구리,26,26,1,1,null,11,13,1,1,null
2023-03-02 16,15,경남,김해대로,43,34,2,2,null,17,14,2,1,null
2023-03-02 16,15,경남,진영읍,35,33,2,2,null,10,11,1,1,null
2023-03-02 16,15,경남,장유동,31,31,2,2,null,4,7,1,1,null
2023-03-02 16,15,경남,삼방동,25,26,1,1,null,9,8,1,1,null
2023-03-02 16,15,경남,동상동,37,34,2,2,null,7,10,1,1,null
2023-03-02 16,15,경남,금성면,31,28,2,1,null,12,11,1,1,null
2023-03-02 16,15,경남,하동읍,26,-,1,null,null,7,-,1,null,null
2023-03-02 16,15,경남,월영동,34,31,2,2,null,10,10,1,1,null
2023-03-02 16,15,경남,경화동,33,30,2,1,null,6,7,1,1,null
2023-03-02 16,15,경남,삼진로,35,30,2,1,null,9,9,1,1,null
2023-03-02 16,15,경남,사파동,36,33,2,2,null,13,12,1,1,null
2023-03-02 16,15,경남,반송로,28,30,1,1,null,9,9,1,1,null
2023-03-02 16,15,경남,용지동,41,39,2,2,null,7,9,1,1,null
2023-03-02 16,15,경남,성주동,32,31,2,2,null,9,11,1,1,null
2023-03-02 16,15,경남,웅남동,34,31,2,2,null,11,10,1,1,null
2023-03-02 16,15,경남,명서동,-,30,null,1,통신장애,-,11,null,1,통신장애
2023-03-02 16,15,경남,정촌면,32,32,2,2,null,4,7,1,1,null
2023-03-02 16,15,경남,상대동(진주),28,28,1,1,null,6,7,1,1,null
2023-03-02 16,15,경남,대안동,35,32,2,2,null,7,6,1,1,null
2023-03-02 16,15,경남,상봉동,30,32,1,2,null,3,6,1,1,null
2023-03-02 16,7,울산,효문동,40,34,2,2,null,12,11,1,1,null
2023-03-02 16,7,울산,무거동,33,28,2,1,null,16,13,2,1,null
2023-03-02 16,7,울산,덕신리,27,26,1,1,null,12,12,1,1,null
2023-03-02 16,7,울산,신정동,35,30,2,1,null,17,14,2,1,null
2023-03-02 16,7,울산,신정로,36,33,2,2,null,13,14,1,1,null
2023-03-02 16,7,울산,삼산동,37,31,2,2,null,11,12,1,1,null
2023-03-02 16,7,울산,야음동,37,30,2,1,null,9,8,1,1,null
2023-03-02 16,7,울산,여천동(울산),123,98,3,3,null,16,18,2,2,null
2023-03-02 16,7,울산,부곡동(울산),53,30,2,1,null,17,13,2,1,null
2023-03-02 16,7,울산,성남동,32,27,2,1,null,17,14,2,1,null
2023-03-02 16,7,울산,대송동,32,29,2,1,null,9,10,1,1,null
2023-03-02 16,15,경남,내서읍,31,30,2,1,null,11,11,1,1,null
2023-03-02 16,15,경남,봉암동,39,39,2,2,null,12,11,1,1,null
2023-03-02 16,15,경남,회원동,39,34,2,2,null,9,8,1,1,null
2023-03-02 16,2,부산,부산감만,37,31,2,2,null,17,16,2,2,null
2023-03-02 16,2,부산,부산북항,-,34,null,2,통신장애,-,12,null,1,통신장애
2023-03-02 16,2,부산,부산신항,40,34,2,2,null,15,13,1,1,null
2023-03-02 16,2,부산,부산항,-,36,null,2,통신장애,-,9,null,1,통신장애
2023-03-02 16,2,부산,당리동,33,31,2,2,null,12,12,1,1,null
2023-03-02 16,6,대전,월평동,52,56,2,2,null,10,10,1,1,null
2023-03-02 16,6,대전,둔산동,47,56,2,2,null,12,13,1,1,null
2023-03-02 16,6,대전,정림동,44,50,2,2,null,3,5,1,1,null
2023-03-02 16,6,대전,대성동,54,56,2,2,null,10,11,1,1,null
2023-03-02 16,6,대전,성남동1,66,65,2,2,null,9,8,1,1,null
2023-03-02 16,6,대전,대흥동1,60,60,2,2,null,15,11,1,1,null
2023-03-02 16,6,대전,관평동,54,62,2,2,null,9,10,1,1,null
2023-03-02 16,6,대전,상대동(대전),64,69,2,2,null,9,9,1,1,null
2023-03-02 16,6,대전,노은동,54,60,2,2,null,8,10,1,1,null
2023-03-02 16,6,대전,구성동,54,60,2,2,null,14,12,1,1,null
2023-03-02 16,6,대전,문창동,47,59,2,2,null,7,8,1,1,null
2023-03-02 16,6,대전,문평동,65,64,2,2,null,4,8,1,1,null
2023-03-02 16,6,대전,읍내동,55,56,2,2,null,13,11,1,1,null
2023-03-02 16,11,충남,부여읍,-,-,null,null,통신장애,-,-,null,null,통신장애
2023-03-02 16,11,충남,탄천면,56,55,2,2,null,8,8,1,1,null
2023-03-02 16,11,충남,공주,48,52,2,2,null,6,8,1,1,null
2023-03-02 16,11,충남,사곡면,37,53,2,2,null,6,8,1,1,null
2023-03-02 16,11,충남,신방동,58,70,2,2,null,8,12,1,1,null
2023-03-02 16,11,충남,성거읍,93,71,3,2,null,17,15,2,1,null
2023-03-02 16,11,충남,성성동,67,70,2,2,null,5,5,1,1,null
2023-03-02 16,11,충남,백석동,58,67,2,2,null,8,8,1,1,null
2023-03-02 16,11,충남,성황동,62,61,2,2,null,10,10,1,1,null
2023-03-02 16,10,충북,복대동,73,65,2,2,null,6,7,1,1,null
2023-03-02 16,10,충북,용암동,75,71,2,2,null,9,11,1,1,null
2023-03-02 16,10,충북,용담동,59,59,2,2,null,10,8,1,1,null
2023-03-02 16,10,충북,사천동,78,63,2,2,null,12,13,1,1,null
2023-03-02 16,10,충북,송정동(봉명동),93,76,3,2,null,12,10,1,1,null
2023-03-02 16,14,경북,포항항,34,44,2,2,null,17,14,2,1,null
2023-03-02 16,14,경북,화양읍,42,37,2,2,null,5,7,1,1,null
2023-03-02 16,14,경북,예천군,61,54,2,2,null,6,8,1,1,null
2023-03-02 16,14,경북,영양군,34,30,2,1,null,5,9,1,1,null
2023-03-02 16,14,경북,군위읍,59,53,2,2,null,2,5,1,1,null
2023-03-02 16,14,경북,대가야읍,41,41,2,2,null,12,9,1,1,null
2023-03-02 16,14,경북,울릉읍,62,49,2,2,null,6,4,1,1,null
2023-03-02 16,14,경북,태하리,63,55,2,2,null,17,17,2,2,null
2023-03-02 16,14,경북,봉화군청,54,39,2,2,null,-,-,null,null,통신장애
2023-03-02 16,14,경북,석포면,28,26,1,1,null,10,9,1,1,null
2023-03-02 16,14,경북,울진군,51,34,2,2,null,11,12,1,1,null
2023-03-02 16,14,경북,안계면,61,54,2,2,null,7,6,1,1,null
2023-03-02 16,14,경북,의성읍,62,48,2,2,null,9,10,1,1,null
2023-03-02 16,14,경북,안계면(교외),57,54,2,2,null,12,14,1,1,null
2023-03-02 16,14,경북,영천시,58,42,2,2,null,12,8,1,1,null
null,14,경북,화북면,null,null,null,null,null,null,null,null,null,null
2023-03-02 16,14,경북,성주군,58,54,2,2,null,8,10,1,1,null
2023-03-02 16,14,경북,문경시,60,56,2,2,null,6,8,1,1,null
2023-03-02 16,14,경북,영해면,25,29,1,1,null,13,14,1,1,null
2023-03-02 16,14,경북,강구면,27,28,1,1,null,9,10,1,1,null
2023-03-02 16,14,경북,영덕읍,30,25,1,1,null,14,12,1,1,null
2023-03-02 16,14,경북,칠곡군,67,57,2,2,null,8,8,1,1,null
2023-03-02 16,14,경북,상주시,66,56,2,2,null,13,13,1,1,null
2023-03-02 16,14,경북,진량읍,53,45,2,2,null,6,6,1,1,null
2023-03-02 16,14,경북,하양읍,47,38,2,2,null,5,5,1,1,null
2023-03-02 16,14,경북,중방동,64,54,2,2,null,8,9,1,1,null
2023-03-02 16,14,경북,영주동,65,52,2,2,null,12,14,1,1,null
2023-03-02 16,14,경북,가흥동,64,55,2,2,null,13,11,1,1,null
2023-03-02 16,14,경북,진미동,62,57,2,2,null,6,7,1,1,null
2023-03-02 16,14,경북,4공단,60,51,2,2,null,7,7,1,1,null
2023-03-02 16,14,경북,형곡동,59,57,2,2,null,12,11,1,1,null
2023-03-02 16,14,경북,원평동,69,60,2,2,null,18,17,2,2,null
2023-03-02 16,14,경북,공단동,64,57,2,2,null,12,14,1,1,null
2023-03-02 16,14,경북,명륜동,74,53,2,2,null,13,10,1,1,null
2023-03-02 16,14,경북,율곡동,66,59,2,2,null,10,9,1,1,null
2023-03-02 16,14,경북,대광동,68,60,2,2,null,14,11,1,1,null
2023-03-02 16,14,경북,평화남산동,50,54,2,2,null,7,10,1,1,null
2023-03-02 16,14,경북,외동읍,48,37,2,2,null,12,11,1,1,null
2023-03-02 16,14,경북,안강읍,38,32,2,2,null,12,10,1,1,null
2023-03-02 16,14,경북,보덕동,35,27,2,1,null,8,7,1,1,null
2023-03-02 16,14,경북,성건동,42,34,2,2,null,11,13,1,1,null
2023-03-02 16,14,경북,제철동,44,33,2,2,null,15,11,1,1,null
2023-03-02 16,14,경북,연일읍,37,26,2,1,null,6,7,1,1,null
2023-03-02 16,14,경북,청림동,45,43,2,2,null,11,15,1,1,null
2023-03-02 16,14,경북,오천읍,39,35,2,2,null,13,15,1,1,null
2023-03-02 16,14,경북,송도동,-,-,null,null,통신장애,-,-,null,null,통신장애
2023-03-02 16,14,경북,3공단,52,45,2,2,null,10,12,1,1,null
2023-03-02 16,14,경북,대송면,38,32,2,2,null,9,8,1,1,null
2023-03-02 16,14,경북,대도동,30,25,1,1,null,7,8,1,1,null
2023-03-02 16,14,경북,장량동,19,22,1,1,null,5,4,1,1,null
2023-03-02 16,14,경북,장흥동,42,31,2,2,null,7,8,1,1,null
2023-03-02 16,14,경북,우현동,21,24,1,1,null,15,14,1,1,null
2023-03-02 16,3,대구,화원읍,51,47,2,2,null,8,8,1,1,null
2023-03-02 16,3,대구,침산동,52,46,2,2,null,8,9,1,1,null
2023-03-02 16,3,대구,내당동,51,46,2,2,null,6,6,1,1,null
2023-03-02 16,3,대구,본동,62,56,2,2,null,13,12,1,1,null
2023-03-02 16,3,대구,다사읍,51,47,2,2,null,8,7,1,1,null
2023-03-02 16,3,대구,진천동,55,50,2,2,null,11,10,1,1,null
2023-03-02 16,3,대구,시지동,52,46,2,2,null,5,7,1,1,null
2023-03-02 16,3,대구,이곡동,48,46,2,2,null,9,10,1,1,null
