
3,대구,대명동,78.000000,2.000000,78,2,1,25.000000,2.000000,25,2,1
3,대구,신암동,84.000000,3.000000,84,3,1,40.000000,3.000000,40,3,1
3,대구,태전동,90.000000,3.000000,90,3,1,25.000000,2.000000,25,2,1
3,대구,산격동,84.000000,3.000000,84,3,1,34.000000,2.000000,34,2,1
3,대구,만촌동,72.000000,2.000000,72,2,1,34.000000,2.000000,34,2,1
3,대구,호림동,67.000000,2.000000,67,2,1,36.000000,3.000000,36,3,1
3,대구,유가읍,101.000000,3.000000,101,3,1,35.000000,2.000000,35,2,1
3,대구,이곡동,85.000000,3.000000,85,3,1,48.000000,3.000000,48,3,1
3,대구,시지동,84.000000,3.000000,84,3,1,38.000000,3.000000,38,3,1
3,대구,진천동,100.000000,3.000000,100,3,1,46.000000,3.000000,46,3,1
3,대구,다사읍,70.000000,2.000000,70,2,1,36.000000,3.000000,36,3,1
3,대구,본동,103.000000,3.000000,103,3,1,43.000000,3.000000,43,3,1
3,대구,내당동,100.000000,3.000000,100,3,1,38.000000,3.000000,38,3,1
14,경북,화양읍,62.000000,2.000000,62,2,1,26.000000,2.000000,26,2,1
14,경북,포항항,96.000000,3.000000,96,3,1,30.000000,2.000000,30,2,1
6,대전,읍내동,100.000000,3.000000,100,3,1,54.000000,3.000000,54,3,1
6,대전,문평동,62.000000,2.000000,62,2,1,34.000000,2.000000,34,2,1
6,대전,문창동,60.000000,2.000000,60,2,1,44.000000,3.000000,44,3,1
6,대전,구성동,71.000000,2.000000,71,2,1,49.000000,3.000000,49,3,1
6,대전,노은동,82.000000,3.000000,82,3,1,58.000000,3.000000,58,3,1
6,대전,상대동(대전),73.000000,2.000000,73,2,1,45.000000,3.000000,45,3,1
6,대전,관평동,65.000000,2.000000,65,2,1,40.000000,3.000000,40,3,1
6,대전,대흥동1,86.000000,3.000000,86,3,1,47.000000,3.000000,47,3,1
6,대전,성남동1,70.000000,2.000000,70,2,1,35.000000,2.000000,35,2,1
6,대전,대성동,55.000000,2.000000,55,2,1,29.000000,2.000000,29,2,1
6,대전,정림동,60.000000,2.000000,60,2,1,46.000000,3.000000,46,3,1
6,대전,둔산동,68.000000,2.000000,68,2,1,45.000000,3.000000,45,3,1
6,대전,월평동,78.000000,2.000000,78,2,1,50.000000,3.000000,50,3,1
10,충북,송정동(봉명동),116.000000,3.000000,116,3,1,52.000000,3.000000,52,3,1
10,충북,사천동,86.000000,3.000000,86,3,1,43.000000,3.000000,43,3,1
10,충북,용담동,62.000000,2.000000,62,2,1,36.000000,3.000000,36,3,1
10,충북,용암동,95.000000,3.000000,95,3,1,35.000000,2.000000,35,2,1
10,충북,복대동,137.000000,3.000000,137,3,1,46.000000,3.000000,46,3,1
11,충남,성황동,90.000000,3.000000,90,3,1,61.000000,3.000000,61,3,1
11,충남,백석동,87.000000,3.000000,87,3,1,58.000000,3.000000,58,3,1
11,충남,성성동,103.000000,3.000000,103,3,1,71.000000,3.000000,71,3,1
11,충남,성거읍,118.000000,3.000000,118,3,1,56.000000,3.000000,56,3,1
11,충남,신방동,94.000000,3.000000,94,3,1,63.000000,3.000000,63,3,1
11,충남,사곡면,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0
11,충남,공주,77.000000,2.000000,77,2,1,60.000000,3.000000,60,3,1
11,충남,탄천면,44.000000,2.000000,44,2,1,39.000000,3.000000,39,3,1
11,충남,부여읍,38.000000,2.000000,38,2,1,34.000000,2.000000,34,2,1
3,대구,침산동,83.000000,3.000000,83,3,1,38.000000,3.000000,38,3,1
3,대구,화원읍,62.000000,2.000000,62,2,1,32.000000,2.000000,32,2,1
14,경북,우현동,39.000000,2.000000,39,2,1,25.000000,2.000000,25,2,1
14,경북,장흥동,63.000000,2.000000,63,2,1,21.000000,2.000000,21,2,1
14,경북,장량동,55.000000,2.000000,55,2,1,20.000000,2.000000,20,2,1
14,경북,대도동,62.000000,2.000000,62,2,1,19.000000,2.000000,19,2,1
14,경북,대송면,112.000000,3.000000,112,3,1,79.000000,4.000000,79,4,1
14,경북,3공단,56.000000,2.000000,56,2,1,21.000000,2.000000,21,2,1
14,경북,송도동,57.000000,2.000000,57,2,1,20.000000,2.000000,20,2,1
14,경북,오천읍,0.000000,0.000000,0,0,0,24.000000,2.000000,24,2,1
14,경북,청림동,83.000000,3.000000,83,3,1,27.000000,2.000000,27,2,1
14,경북,연일읍,66.000000,2.000000,66,2,1,25.000000,2.000000,25,2,1
14,경북,제철동,83.000000,3.000000,83,3,1,25.000000,2.000000,25,2,1
14,경북,성건동,67.000000,2.000000,67,2,1,29.000000,2.000000,29,2,1
14,경북,보덕동,58.000000,2.000000,58,2,1,28.000000,2.000000,28,2,1
14,경북,안강읍,73.000000,2.000000,73,2,1,34.000000,2.000000,34,2,1
14,경북,외동읍,56.000000,2.000000,56,2,1,33.000000,2.000000,33,2,1
14,경북,평화남산동,58.000000,2.000000,58,2,1,30.000000,2.000000,30,2,1
14,경북,대광동,104.000000,3.000000,104,3,1,38.000000,3.000000,38,3,1
14,경북,율곡동,65.000000,2.000000,65,2,1,30.000000,2.000000,30,2,1
14,경북,명륜동,65.000000,2.000000,65,2,1,24.000000,2.000000,24,2,1
14,경북,공단동,76.000000,2.000000,76,2,1,32.000000,2.000000,32,2,1
14,경북,원평동,91.000000,3.000000,91,3,1,51.000000,3.000000,51,3,1
14,경북,형곡동,79.000000,2.000000,79,2,1,37.000000,3.000000,37,3,1
14,경북,4공단,52.000000,2.000000,52,2,1,27.000000,2.000000,27,2,1
14,경북,진미동,106.000000,3.000000,106,3,1,33.000000,2.000000,33,2,1
14,경북,가흥동,89.000000,3.000000,89,3,1,38.000000,3.000000,38,3,1
14,경북,영주동,85.000000,3.000000,85,3,1,46.000000,3.000000,46,3,1
14,경북,중방동,62.000000,2.000000,62,2,1,32.000000,2.000000,32,2,1
14,경북,하양읍,86.000000,3.000000,86,3,1,45.000000,3.000000,45,3,1
14,경북,진량읍,72.000000,2.000000,72,2,1,35.000000,2.000000,35,2,1
14,경북,상주시,74.000000,2.000000,74,2,1,31.000000,2.000000,31,2,1
14,경북,칠곡군,69.000000,2.000000,69,2,1,36.000000,3.000000,36,3,1
14,경북,영덕읍,48.000000,2.000000,48,2,1,18.000000,2.000000,18,2,1
14,경북,강구면,51.000000,2.000000,51,2,1,19.000000,2.000000,19,2,1
14,경북,영해면,53.000000,2.000000,53,2,1,19.000000,2.000000,19,2,1
14,경북,문경시,106.000000,3.000000,106,3,1,28.000000,2.000000,28,2,1
14,경북,성주군,74.000000,2.000000,74,2,1,43.000000,3.000000,43,3,1
14,경북,화북면,112.000000,3.000000,112,3,1,29.000000,2.000000,29,2,1
14,경북,영천시,75.000000,2.000000,75,2,1,33.000000,2.000000,33,2,1
14,경북,안계면(교외),53.000000,2.000000,53,2,1,31.000000,2.000000,31,2,1
14,경북,의성읍,48.000000,2.000000,48,2,1,25.000000,2.000000,25,2,1
14,경북,안계면,81.000000,3.000000,81,3,1,26.000000,2.000000,26,2,1
14,경북,울진군,56.000000,2.000000,56,2,1,25.000000,2.000000,25,2,1
14,경북,석포면,68.000000,2.000000,68,2,1,17.000000,2.000000,17,2,1
14,경북,봉화군청,67.000000,2.000000,67,2,1,0.000000,0.000000,0,0,0
14,경북,태하리,27.000000,1.000000,27,1,1,19.000000,2.000000,19,2,1
14,경북,울릉읍,27.000000,1.000000,27,1,1,12.000000,1.000000,12,1,1
14,경북,대가야읍,41.000000,2.000000,41,2,1,23.000000,2.000000,23,2,1
14,경북,군위읍,51.000000,2.000000,51,2,1,18.000000,2.000000,18,2,1
14,경북,영양군,69.000000,2.000000,69,2,1,23.000000,2.000000,23,2,1
14,경북,예천군,64.000000,2.000000,64,2,1,24.000000,2.000000,24,2,1
15,경남,사파동,66.000000,2.000000,66,2,1,48.000000,3.000000,48,3,1
15,경남,삼진로,53.000000,2.000000,53,2,1,28.000000,2.000000,28,2,1
15,경남,경화동,20.000000,1.000000,20,1,1,17.000000,2.000000,17,2,1
15,경남,월영동,39.000000,2.000000,39,2,1,20.000000,2.000000,20,2,1
15,경남,하동읍,38.000000,2.000000,38,2,1,19.000000,2.000000,19,2,1
15,경남,금성면,43.000000,2.000000,43,2,1,19.000000,2.000000,19,2,1
