
2023-03-03 14,1,서울,정릉로,38,40,2,2,null,12,16,1,2,null
2023-03-03 14,1,서울,성북구,47,43,2,2,null,11,14,1,1,null
2023-03-03 14,1,서울,홍릉로,41,38,2,2,null,14,14,1,1,null
2023-03-03 14,1,서울,동대문구,41,38,2,2,null,12,14,1,1,null
2023-03-03 14,1,서울,중랑구,36,35,2,2,null,13,15,1,1,null
2023-03-03 14,1,서울,강변북로,-,-,null,null,통신장애,-,-,null,null,통신장애
2023-03-03 14,1,서울,성동구,40,37,2,2,null,12,12,1,1,null
2023-03-03 14,1,서울,광진구,38,34,2,2,null,12,12,1,1,null
2023-03-03 14,1,서울,용산구,41,39,2,2,null,12,14,1,1,null
2023-03-03 14,1,서울,종로,37,35,2,2,null,12,11,1,1,null
2023-03-03 14,1,서울,청계천로,40,37,2,2,null,13,15,1,1,null
2023-03-03 14,1,서울,종로구,38,36,2,2,null,12,13,1,1,null
2023-03-03 14,1,서울,한강대로,58,51,2,2,null,13,15,1,1,null
2023-03-03 14,1,서울,중구,37,33,2,2,null,15,10,1,1,null
2023-03-03 14,8,경기,양평읍,52,51,2,2,null,19,24,2,2,null
2023-03-03 14,8,경기,용문면,55,45,2,2,null,17,16,2,2,null
2023-03-03 14,8,경기,설악면,49,41,2,2,null,17,18,2,2,null
2023-03-03 14,8,경기,가평,58,44,2,2,null,19,16,2,2,null
2023-03-03 14,8,경기,전곡,50,49,2,2,null,10,22,1,2,null
2023-03-03 14,8,경기,연천,46,42,2,2,null,14,13,1,1,null
2023-03-03 14,8,경기,가남읍,52,49,2,2,null,20,22,2,2,null
2023-03-03 14,8,경기,대신면,56,46,2,2,null,27,21,2,2,null
2023-03-03 14,8,경기,중앙동(경기),54,46,2,2,null,20,21,2,2,null
2023-03-03 14,8,경기,죽산면,60,57,2,2,null,20,25,2,2,null
2023-03-03 14,8,경기,공도읍,57,53,2,2,null,17,22,2,2,null
2023-03-03 14,8,경기,봉산동,44,40,2,2,null,9,13,1,1,null
2023-03-03 14,8,경기,보산동,52,46,2,2,null,14,16,1,2,null
